row_id,customer_segment,order_amount_old,cost,is_return,payment_method,hour_of_day,date
86,standard,75.71,45.38,0,debit_card,18,23-07-2024
87,premium,122.99,68.63,0,credit_card,15,16-01-2024
88,platinum,169.8,84.96,0,debit_card,13,2024.10.09
89,standard,17.84,8.98,0,credit_card,18,2024.05.07
90,platinum,239.52,146.67,0,paypal,15,27-02-2024
91,standard,66.07,23.38,0,debit_card,15,04-06-2024
92,standard,,11.3,0,credit_card,20,27-08-2024
93,premium,111.27,45.57,0,debit_card,21,2024.02.20
94,standard,13.95,4.95,0,debit_card,13,2024.03.26
95,platinum,244.31,180.29,0,debit_card,21,09-12-2024
96,premium,98.29,39.83,0,credit_card,13,2024.05.28
97,premium,119.77,65.63,0,paypal,19,28-08-2024
98,platinum,200.5,134.15,0,credit_card,21,17-10-2024
99,premium,,116.94,0,credit_card,13,21-11-2024
100,standard,64.36,35.06,0,credit_card,14,19-06-2024
101,standard,26.77,10.83,0,credit_card,20,2024.10.14
102,platinum,151.63,93.82,0,credit_card,14,2024.10.02
103,standard,46.75,24.53,0,credit_card,14,2024.12.20
104,standard,100.03,43.09,0,credit_card,12,02-12-2024
105,standard,43.43,16.72,0,paypal,20,2024.02.25
106,premium,149.88,60.6,0,debit_card,20,2024.07.31
107,platinum,115.54,63.73,0,credit_card,21,2024.11.27
108,premium,79.95,48.8,0,credit_card,15,07-05-2024
109,standard,13.66,4.75,0,credit_card,13,2024.04.01
110,standard,69.01,21.74,0,debit_card,21,2024.06.16
111,standard,31.51,16.26,0,credit_card,14,09-03-2024
112,premium,101.52,46.16,0,credit_card,15,2024.05.17
113,standard,12.62,3.83,0,debit_card,13,06-01-2024
114,standard,86.25,47.06,0,paypal,11,16-07-2024
115,standard,84.65,41.24,0,credit_card,15,2024.09.01
116,standard,69.02,35.19,0,debit_card,18,2024.08.23
117,standard,40.54,23.64,0,credit_card,19,2024.12.12
118,standard,26.58,13.09,0,debit_card,9,22-04-2024
119,platinum,237.99,150.41,0,debit_card,12,2024.10.31
120,premium,72.36,49.85,0,credit_card,15,01-10-2024
121,premium,167.02,85.14,0,credit_card,14,04-12-2024
122,premium,127.91,83.02,0,paypal,22,15-05-2024
123,standard,36.6,21.63,0,paypal,9,2024.12.20
124,standard,39.46,20.0,0,credit_card,10,09-01-2024
125,platinum,210.29,141.1,0,credit_card,22,15-11-2024
126,standard,78.64,46.71,0,credit_card,14,2024.07.27
127,premium,163.04,72.56,0,credit_card,20,01-09-2024
128,platinum,240.09,142.24,0,credit_card,9,2024.02.15
129,standard,42.79,20.29,0,credit_card,20,16-05-2024
130,standard,47.17,20.22,0,credit_card,22,01-12-2024
131,standard,98.27,54.63,0,credit_card,21,28-04-2024
132,standard,9.14,4.92,0,credit_card,19,20-08-2024
133,premium,,78.56,0,credit_card,13,17-09-2024
134,premium,77.66,53.8,0,credit_card,19,2024.11.04
135,standard,84.9,45.72,0,paypal,14,12-07-2024
136,standard,,28.61,0,credit_card,12,21-11-2024
137,platnum,73.25,36.11,0,credit_card,20,2024.02.06
138,premium,60.32,37.13,0,credit_card,11,2024.05.27
139,platinum,109.24,75.29,0,credit_card,11,27-09-2024
140,platinum,173.41,110.52,0,paypal,12,07-10-2024
141,standard,32.82,9.87,0,paypal,19,08-12-2024
142,platinum,299.22,198.09,0,paypal,19,14-07-2024
143,platnum,34.87,10.68,0,credit_card,21,2024.03.22
144,standard,53.43,21.08,0,credit_card,21,31-01-2024
145,standard,94.14,34.23,0,debit_card,12,23-01-2024
146,standard,21.53,9.79,0,credit_card,10,02-07-2024
147,premium,148.83,77.1,0,credit_card,15,2024.05.08
148,premium,109.49,65.61,1,credit_card,11,2024.10.13
149,platinum,210.44,137.65,0,credit_card,20,2024.11.20
150,standard,31.15,14.22,0,credit_card,21,14-01-2024
151,standard,63.53,28.93,1,paypal,19,2024.01.24
152,premium,63.13,43.05,0,credit_card,21,28-08-2024
153,premium,68.18,44.93,0,paypal,18,2024.06.01
154,standard,50.66,19.7,0,credit_card,19,01-08-2024
155,standard,82.61,36.73,1,credit_card,10,18-11-2024
156,standard,68.09,40.57,0,credit_card,22,17-01-2024
157,premium,123.85,77.45,0,paypal,12,2024.03.15
158,standard,50.89,28.61,0,credit_card,21,2024.06.12
159,premium,160.73,97.11,0,credit_card,10,2024.06.04
160,standard,58.82,20.59,0,credit_card,10,25-03-2024
161,platinum,199.58,114.84,0,credit_card,12,2024.02.21
162,premium,123.48,75.2,0,credit_card,14,09-02-2024
163,platinum,415.79,234.81,0,credit_card,18,30-05-2024
164,platinum,185.75,120.74,0,debit_card,10,2024.01.28
165,standard,20.4,9.35,0,credit_card,9,2024.10.17
166,standard,44.46,20.01,0,credit_card,14,01-06-2024
167,platinum,72.42,52.45,0,credit_card,10,15-05-2024
168,platinum,279.25,157.53,0,credit_card,13,06-05-2024
169,standard,100.45,49.52,0,credit_card,18,2024.12.12
170,standard,44.58,24.78,0,paypal,14,2024.02.07
171,standard,50.84,28.48,1,credit_card,13,14-04-2024
172,premium,153.47,104.49,0,credit_card,14,2024.06.01
173,premium,136.84,66.75,0,credit_card,15,22-08-2024
174,platinum,112.38,75.33,0,debit_card,13,07-10-2024
175,standard,77.24,25.6,1,paypal,13,2024.01.15
176,premium,,41.82,0,credit_card,10,17-04-2024
177,premium,40.0,19.73,1,credit_card,13,2024.12.07
178,premium,99.33,66.18,0,credit_card,19,2024.06.10
179,premium,128.52,82.97,0,paypal,21,2024.11.27
180,premium,105.28,51.45,0,paypal,15,2024.08.09
181,standard,71.49,34.85,0,credit_card,19,2024.05.09
182,premium,116.79,74.91,0,debit_card,10,17-02-2024
183,standard,85.62,46.45,0,credit_card,9,2024.05.02
184,premium,118.44,57.15,0,credit_card,19,27-09-2024
185,standard,27.35,10.62,0,debit_card,20,2024.02.22
186,standard,60.85,23.87,0,credit_card,15,07-03-2024
187,standard,32.73,11.69,0,debit_card,9,23-11-2024
188,standard,82.65,46.14,0,credit_card,12,2024.11.16
189,standard,89.36,49.94,0,credit_card,13,2024.09.05
190,standard,50.31,21.48,0,credit_card,14,12-05-2024
191,premium,58.64,25.09,0,debit_card,9,28-07-2024
192,premium,127.05,67.89,0,debit_card,11,10-11-2024
193,standard,42.61,15.07,0,credit_card,21,25-11-2024
194,platinum,169.93,88.39,1,credit_card,19,16-05-2024
195,platinum,38.94,27.44,0,credit_card,22,01-04-2024
196,premium,77.86,40.01,0,credit_card,10,07-09-2024
197,standard,61.36,24.32,0,credit_card,20,2024.06.03
198,standrad,48.23,27.83,0,credit_card,22,2024.10.13
199,premium,58.63,31.4,0,debit_card,15,12-03-2024
200,standard,44.76,23.41,0,credit_card,13,2024.11.20
201,platinum,141.93,85.99,0,credit_card,15,11-09-2024
202,standard,82.04,40.07,0,credit_card,22,07-07-2024
203,standard,,30.07,0,credit_card,9,27-09-2024
204,standard,45.36,18.82,0,debit_card,13,2024.10.29
205,standard,49.55,21.83,0,paypal,22,2024.01.18
206,standard,82.75,41.49,0,debit_card,13,14-09-2024
207,standard,31.35,10.65,0,paypal,18,28-10-2024
208,standard,64.14,33.62,0,credit_card,10,05-11-2024
209,standard,50.63,24.06,0,credit_card,22,22-04-2024
210,standard,99.66,33.98,0,paypal,20,12-01-2024
211,platinum,233.84,140.96,0,debit_card,18,2024.05.04
212,premium,71.74,43.0,0,credit_card,19,2024.07.24
213,premium,128.59,68.54,0,credit_card,10,11-10-2024
214,premium,5.0,2.23,0,debit_card,15,21-02-2024
215,standard,51.04,19.63,0,credit_card,14,2024.05.15
216,premium,83.8,34.04,0,credit_card,9,29-07-2024
217,platinum,315.72,221.76,0,credit_card,19,03-07-2024
218,standard,74.73,29.37,0,paypal,9,24-01-2024
219,standard,53.67,28.67,0,credit_card,15,2024.04.22
220,standard,60.96,32.8,0,paypal,21,2024.07.07
221,standard,46.52,17.4,0,credit_card,10,2024.10.03
222,standard,11.21,5.67,0,credit_card,19,07-04-2024
223,platinum,139.87,96.64,0,credit_card,15,21-06-2024
224,platinum,173.84,96.85,1,credit_card,14,19-01-2024
225,platnum,49.6,20.12,0,credit_card,12,30-03-2024
226,standard,64.21,33.97,0,credit_card,20,01-08-2024
227,standard,50.26,19.24,1,debit_card,14,2024.04.14
228,platinum,167.31,117.01,0,paypal,14,2024.02.22
229,standard,38.78,14.91,0,credit_card,12,2024.12.29
230,standard,54.88,16.61,0,credit_card,22,06-08-2024
231,standard,5.0,2.43,0,credit_card,14,10-03-2024
232,platinum,281.88,200.78,0,credit_card,11,13-11-2024
233,standard,44.27,23.94,0,debit_card,9,2024.10.15
234,premium,138.58,83.57,0,paypal,13,05-07-2024
235,standard,5.0,2.74,0,paypal,20,2024.06.08
236,premium,63.59,33.25,0,credit_card,10,07-12-2024
237,standard,60.86,34.69,0,credit_card,9,2024.03.21
238,premium,61.01,35.71,0,credit_card,10,30-12-2024
239,platinum,114.07,80.65,0,credit_card,9,11-02-2024
240,standard,36.91,19.19,0,credit_card,10,2024.09.14
241,premium,141.73,58.55,0,credit_card,14,23-07-2024
242,standard,27.92,10.14,0,debit_card,15,2024.07.11
243,premium,58.85,34.38,0,credit_card,20,09-12-2024
244,premium,112.38,72.81,0,paypal,9,2024.01.26
245,standard,81.8,44.02,0,paypal,14,05-01-2024
246,standard,108.33,44.24,0,paypal,14,2024.12.01
247,standard,,16.95,0,paypal,9,21-08-2024
248,premium,28.6,11.81,0,paypal,21,2024.09.08
249,premium,75.21,38.03,0,debit_card,13,09-11-2024
250,premium,32.58,18.58,0,credit_card,12,31-05-2024
251,standard,60.3,34.61,0,paypal,13,2024.11.20
252,premium,152.33,81.05,1,paypal,19,17-09-2024
253,standard,86.14,37.76,0,credit_card,18,2024.11.23
254,premium,88.87,57.35,0,credit_card,14,2024.08.24
255,standard,56.73,17.75,1,paypal,14,2024.08.18
256,platinum,296.41,158.71,0,debit_card,12,27-02-2024
257,standard,,21.8,0,paypal,20,2024.06.09
258,platinum,108.08,73.3,0,paypal,22,11-06-2024
259,standard,69.97,32.86,0,credit_card,14,29-05-2024
260,standard,66.79,39.61,0,paypal,19,2024.01.20
261,premium,119.23,50.24,0,paypal,18,30-12-2024
262,premium,102.16,67.0,1,debit_card,9,26-04-2024
263,platinum,187.3,109.69,0,credit_card,22,24-09-2024
264,standard,,43.34,0,debit_card,19,22-12-2024
265,platinum,214.68,110.38,0,paypal,9,15-05-2024
266,standard,35.24,18.38,0,credit_card,14,19-01-2024
267,standard,5.0,2.56,0,paypal,12,04-11-2024
268,standard,25.02,9.16,0,credit_card,12,2024.07.31
269,standard,80.39,47.22,0,credit_card,22,2024.08.29
270,standard,20.46,9.43,0,paypal,13,2024.08.21
271,standard,53.54,16.44,0,credit_card,14,11-06-2024
272,premium,34.17,22.89,0,debit_card,20,26-06-2024
273,standard,41.82,18.33,0,credit_card,9,23-01-2024
274,premium,108.08,54.14,0,credit_card,18,25-01-2024
275,standard,76.07,38.9,0,paypal,21,10-03-2024
276,premium,134.89,57.06,0,credit_card,19,2024.08.27
277,standard,62.22,23.12,0,paypal,18,25-07-2024
278,platinum,174.53,122.07,0,debit_card,18,28-06-2024
279,standard,54.92,25.79,0,credit_card,12,08-06-2024
280,platinum,286.7,198.42,0,paypal,21,07-05-2024
281,standard,46.78,21.25,0,credit_card,15,12-01-2024
282,standard,37.57,13.92,0,credit_card,20,12-06-2024
283,standard,61.48,28.65,0,credit_card,10,21-01-2024
284,standard,58.51,29.62,1,paypal,10,2024.07.03
285,standard,26.72,8.4,0,credit_card,11,2024.04.12
286,platinum,350.58,232.91,0,debit_card,21,2024.05.22
287,standard,34.82,19.24,0,credit_card,13,27-01-2024
288,platinum,124.35,84.78,0,credit_card,14,2024.04.19
289,platinum,164.48,120.41,0,debit_card,21,10-12-2024
290,standard,42.34,24.25,0,credit_card,14,23-07-2024
291,standard,36.07,11.82,0,debit_card,9,09-06-2024
292,standard,60.85,34.44,0,debit_card,9,11-03-2024
293,standard,34.56,18.42,0,credit_card,11,05-09-2024
294,standard,54.15,27.53,0,debit_card,19,27-05-2024
295,standard,37.17,22.26,0,debit_card,20,12-03-2024
296,premium,142.8,58.36,0,credit_card,10,16-05-2024
297,platinum,78.15,43.74,0,credit_card,9,2024.04.04
298,standard,60.4,24.53,0,credit_card,15,23-04-2024
299,platinum,156.38,110.38,0,credit_card,18,05-03-2024
300,standard,96.03,40.96,1,credit_card,11,09-10-2024
301,premium,88.49,38.04,1,credit_card,22,15-07-2024
302,premium,160.31,104.07,0,credit_card,10,2024.05.28
303,standard,65.0,23.09,0,credit_card,20,06-01-2024
304,premium,41.61,25.4,0,credit_card,21,04-02-2024
305,premium,156.88,74.21,0,credit_card,13,01-04-2024
306,standard,59.8,32.4,0,credit_card,9,02-03-2024
307,standard,23.24,9.19,0,credit_card,13,2024.06.13
308,standard,50.34,27.29,0,debit_card,12,10-03-2024
309,standard,17.4,10.12,0,paypal,21,11-02-2024
310,standard,89.65,49.13,0,credit_card,20,30-07-2024
311,standard,50.94,27.0,1,paypal,11,24-04-2024
312,standard,52.48,23.98,0,credit_card,14,2024.05.02
313,standard,45.71,24.98,0,paypal,14,24-06-2024
314,standard,9.83,4.48,0,credit_card,10,17-03-2024
315,platinum,103.84,70.89,0,credit_card,14,09-12-2024
316,standard,95.79,55.21,0,credit_card,10,2024.07.17
317,platinum,220.82,110.8,0,paypal,9,09-10-2024
318,standard,31.07,16.48,0,debit_card,15,28-01-2024
319,standard,38.56,12.71,0,credit_card,10,17-07-2024
320,standard,82.45,44.85,0,debit_card,18,07-05-2024
321,platinum,225.0,160.66,0,paypal,19,27-03-2024
322,premium,121.64,53.16,0,paypal,11,16-03-2024
323,standard,70.45,24.07,0,credit_card,10,2024.12.15
324,standard,39.53,11.86,0,credit_card,19,2024.09.13
325,premium,139.88,94.38,0,credit_card,20,2024.08.27
326,standard,24.4,11.11,0,paypal,20,27-05-2024
327,premium,116.49,47.7,0,credit_card,19,2024.12.21
328,premium,26.53,16.61,0,credit_card,9,2024.01.26
329,premium,46.15,24.75,0,paypal,15,2024.02.14
330,standard,19.24,8.87,0,paypal,19,09-08-2024
331,standard,41.88,20.92,0,paypal,15,11-08-2024
332,standard,6.71,3.34,0,paypal,15,2024.06.26
333,standard,60.26,32.36,1,debit_card,18,22-01-2024
334,standard,54.96,29.12,0,paypal,15,2024.12.27
335,premium,129.3,66.01,0,credit_card,18,2024.09.29
336,standard,37.45,13.16,0,credit_card,9,2024.12.26
337,premium,111.82,70.62,0,paypal,12,31-01-2024
338,standard,49.6,23.18,0,paypal,13,09-12-2024
339,standard,15.34,6.41,0,debit_card,20,2024.06.17
340,standard,64.4,28.28,0,credit_card,13,2024.09.06
341,standard,58.85,33.17,0,credit_card,10,27-03-2024
342,standard,63.34,37.87,0,credit_card,21,2024.12.22
343,premium,80.18,50.39,0,debit_card,9,12-06-2024
344,premium,160.0,89.3,0,credit_card,12,27-03-2024
345,standard,45.23,25.88,0,credit_card,14,01-07-2024
346,standard,63.72,30.2,1,credit_card,20,01-07-2024
347,standard,8.69,4.07,0,credit_card,9,2024.05.12
348,standard,38.04,18.16,0,credit_card,10,16-11-2024
349,standard,88.23,38.92,0,debit_card,18,14-05-2024
350,premium,74.51,30.07,0,debit_card,12,2024.06.13
351,premium,142.78,96.26,1,debit_card,21,29-03-2024
352,standard,39.44,14.96,0,credit_card,22,14-08-2024
353,standard,132.97,50.74,0,credit_card,11,27-05-2024
354,standard,66.09,24.22,0,debit_card,13,14-04-2024
355,standard,66.24,35.86,0,paypal,13,2024.01.13
356,standard,104.86,51.48,0,debit_card,20,19-11-2024
357,standard,60.19,23.55,0,paypal,15,20-12-2024
358,standard,69.62,26.34,0,credit_card,21,09-06-2024
359,premium,93.92,60.53,0,credit_card,21,29-02-2024
360,platinum,229.84,139.43,0,credit_card,14,2024.04.25
361,premium,18.12,12.51,0,debit_card,14,2024.07.24
362,standard,95.34,54.44,0,credit_card,10,18-01-2024
363,standard,68.57,36.02,0,paypal,21,08-03-2024
364,standard,73.3,40.46,0,credit_card,11,12-06-2024
365,premium,89.5,36.58,0,credit_card,19,11-09-2024
366,standard,62.35,26.9,0,credit_card,14,13-02-2024
367,standrad,65.25,25.61,0,debit_card,20,17-09-2024
368,premium,121.08,67.62,0,debit_card,10,2024.09.13
369,standard,56.16,30.33,0,paypal,14,2024.03.30
370,standard,5.0,2.25,0,paypal,9,2024.06.10
371,standard,53.44,21.0,0,debit_card,15,29-11-2024
372,standard,36.21,10.91,0,paypal,15,25-10-2024
373,premium,184.68,99.28,0,paypal,13,2024.07.26
374,premium,104.31,47.67,0,credit_card,22,11-03-2024
375,standard,25.39,13.4,0,debit_card,11,25-12-2024
376,platinum,161.88,106.79,0,credit_card,11,13-10-2024
377,premium,69.62,43.5,0,debit_card,13,01-12-2024
378,standard,36.11,16.8,0,credit_card,13,22-05-2024
379,standard,21.15,6.98,0,credit_card,9,2024.04.20
380,premium,63.42,43.94,0,credit_card,12,04-12-2024
381,standard,65.21,23.01,0,paypal,11,03-08-2024
382,standard,59.09,31.92,0,credit_card,22,14-07-2024
383,standard,,27.04,0,credit_card,15,2024.04.18
384,standard,56.05,31.98,0,credit_card,15,29-02-2024
385,platinum,251.36,183.67,0,debit_card,22,2024.01.26
386,platinum,235.01,153.52,0,credit_card,12,07-03-2024
387,standard,78.77,42.95,0,debit_card,21,14-07-2024
388,standard,20.45,6.75,0,paypal,20,2024.08.16
389,standard,58.65,17.8,0,credit_card,9,2024.11.09
390,standard,28.66,16.7,0,debit_card,21,07-05-2024
391,premium,65.67,39.09,0,credit_card,22,2024.02.09
392,premium,75.12,48.29,0,credit_card,15,30-03-2024
393,standard,68.04,40.14,0,credit_card,15,28-04-2024
394,standard,107.43,50.54,0,credit_card,12,22-10-2024
395,standard,18.75,8.49,0,credit_card,9,09-08-2024
396,premium,92.14,47.25,0,credit_card,13,17-02-2024
397,standard,57.28,31.88,0,credit_card,9,2024.06.17
398,standrad,,51.28,0,debit_card,20,18-03-2024
399,standard,52.77,28.25,0,paypal,9,19-11-2024
400,standard,41.54,22.49,0,credit_card,12,20-08-2024
401,standard,44.68,21.2,0,debit_card,21,27-07-2024
402,platinum,183.62,111.45,1,credit_card,11,06-05-2024
403,platnum,259.24,167.27,0,credit_card,14,30-07-2024
404,premium,32.87,22.65,0,credit_card,20,2024.08.25
405,standrad,66.23,31.68,1,credit_card,20,2024.07.15
406,premium,130.32,72.2,0,credit_card,14,2024.08.31
407,standard,35.21,19.41,0,paypal,19,2024.01.07
408,premium,106.27,63.64,0,debit_card,13,08-08-2024
409,premium,,69.49,0,credit_card,19,20-08-2024
410,standard,55.33,32.47,0,credit_card,15,12-03-2024
411,premium,72.23,38.71,0,debit_card,13,2024.05.02
412,premium,41.66,24.54,0,credit_card,19,2024.01.24
413,premium,69.86,45.31,0,paypal,11,2024.12.05
414,standard,67.53,25.09,0,debit_card,13,23-11-2024
415,standard,53.13,20.0,0,debit_card,10,2024.03.02
416,premium,5.0,2.59,0,credit_card,12,07-04-2024
417,premium,113.0,66.66,0,credit_card,20,16-03-2024
418,standard,70.1,25.21,0,debit_card,13,2024.10.20
419,standard,,12.02,0,credit_card,19,19-06-2024
420,standard,63.39,19.31,0,credit_card,12,01-01-2024
421,standard,41.41,14.68,0,credit_card,9,2024.05.11
422,standard,51.59,29.44,0,credit_card,12,2024.01.12
423,platinum,157.69,110.53,0,credit_card,10,2024.07.20
424,standard,51.77,27.88,0,debit_card,13,02-06-2024
425,standard,62.37,33.53,0,credit_card,14,2024.06.17
426,standard,56.3,21.89,0,debit_card,9,2024.06.13
427,premium,109.29,49.91,0,debit_card,19,27-08-2024
428,standard,57.51,23.22,0,debit_card,21,25-08-2024
429,platinum,,172.42,1,paypal,11,2024.06.15
430,standard,69.78,37.52,0,credit_card,19,2024.12.23
431,premium,183.27,81.17,0,credit_card,13,15-07-2024
432,standard,29.15,16.14,0,credit_card,19,02-11-2024
433,standard,53.99,26.53,0,debit_card,20,28-12-2024
434,premium,100.88,51.33,0,credit_card,22,2024.12.12
435,premium,111.48,77.45,0,debit_card,9,07-08-2024
436,premium,116.72,59.26,0,credit_card,19,2024.08.19
437,premium,34.47,21.41,0,credit_card,15,10-12-2024
438,premium,148.12,102.78,0,credit_card,14,20-02-2024
439,standard,62.92,36.88,0,credit_card,14,22-09-2024
440,standard,63.57,31.14,0,credit_card,11,20-11-2024
441,standard,34.23,19.6,0,debit_card,9,2024.11.14
442,standard,37.27,11.28,0,credit_card,21,05-07-2024
443,premium,123.88,77.81,0,credit_card,22,30-05-2024
444,premium,177.14,90.04,0,paypal,9,06-03-2024
445,standard,91.12,42.06,0,credit_card,21,02-10-2024
446,platinum,257.66,182.81,0,paypal,19,28-10-2024
447,standard,31.61,12.36,0,paypal,10,2024.01.04
448,premium,102.71,55.02,0,credit_card,10,15-12-2024
449,premium,81.55,32.93,0,credit_card,15,2024.05.14
450,premium,155.05,87.08,0,credit_card,19,21-11-2024
451,standard,52.97,20.32,0,debit_card,20,03-09-2024
452,standard,51.42,18.61,0,credit_card,12,08-01-2024
453,premium,138.03,59.61,0,credit_card,11,2024.08.12
454,standard,53.91,22.46,0,debit_card,19,2024.02.21
455,platinum,188.6,127.5,0,credit_card,18,2024.03.16
456,standard,52.03,22.42,0,credit_card,11,13-09-2024
457,standard,64.42,31.75,0,credit_card,13,2024.06.12
458,platinum,151.67,78.06,1,credit_card,12,2024.01.13
459,standard,61.66,21.3,0,debit_card,18,17-05-2024
460,standard,50.43,28.85,0,credit_card,19,2024.11.26
461,standard,43.13,25.73,0,credit_card,22,21-02-2024
462,standard,43.98,18.83,0,credit_card,19,10-03-2024
463,standard,65.06,28.17,0,credit_card,12,2024.11.16
464,platinum,160.49,99.23,1,paypal,22,01-03-2024
465,premium,89.77,45.88,0,debit_card,13,03-02-2024
466,standard,102.78,31.13,1,credit_card,22,2024.07.08
467,standard,43.5,17.56,0,paypal,12,25-05-2024
468,standard,80.92,40.3,0,debit_card,10,22-06-2024
469,platnum,26.85,11.82,0,paypal,9,21-03-2024
470,premium,161.77,85.1,1,credit_card,12,2024.09.09
471,standard,68.38,21.65,0,credit_card,12,09-08-2024
472,standard,76.69,35.0,0,credit_card,19,2024.06.07
473,platinum,301.95,151.39,0,credit_card,12,2024.07.20
474,premium,63.57,26.83,0,debit_card,18,12-07-2024
475,standard,67.85,35.44,0,credit_card,11,12-02-2024
476,platinum,,87.85,0,credit_card,9,22-10-2024
477,platinum,186.99,124.15,1,credit_card,19,2024.06.15
478,standard,55.23,23.92,0,debit_card,22,10-03-2024
479,premium,97.88,45.84,0,credit_card,12,2024.11.16
480,standard,29.56,13.59,0,credit_card,9,12-06-2024
481,premium,132.25,53.44,0,credit_card,10,28-03-2024
